Sample No. – No. d’échantillon,Region - Région,Function,Fonction,Origin,Origine,Product,Produit,Date Sampled – Date d’échantillonage,Type of Test,Type d’analyse,Component,Composant,Result - Résultat,Unit - Unité,Plan Code - Code du régime,,,
C2013COUM00623,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,03-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.5,µg/g,2013_TS020,,,
C2013COUM00624,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,12-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,3.4,µg/g,2013_TS020,,,
C2013COUM00625,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,03-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,6.3,µg/g,2013_TS020,,,
C2013COUM00626,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Spice - Mixed,mélanges d'épices,07-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7.9,µg/g,2013_TS020,,,
C2013COUM00627,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Granola/Cereal Bar,Barre Granola/de céréales,03-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,4.9,µg/g,2013_TS020,,,
C2013COUM00628,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Granola/Cereal Bar,Barre Granola/de céréales,05-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,4.6,µg/g,2013_TS020,,,
C2013COUM00629,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,31-May-13,COUMARIN,COUMARIN,Coumarin,La coumarine,37.2,µg/g,2013_TS020,,,
C2013COUM00630,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Black,Thé - Noir,06-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,36.3,µg/g,2013_TS020,,,
C2013COUM00631,WEST,Import,Importé,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,03-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1340,µg/g,2013_TS020,,,
C2013COUM00632,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Herbal,Thé - Herbal,01-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1260,µg/g,2013_TS020,,,
C2013COUM00633,WEST,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Tea - Black,Thé - Noir,01-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7.6,µg/g,2013_TS020,,,
C2013COUM00634,WEST,Domestic,Domestique,CANADA,CANADA,Baking Mixes,Mélange à pâte,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,55.8,µg/g,2013_TS020,,,
C2013COUM00635,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,02-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,9.4,µg/g,2013_TS020,,,
C2013COUM00636,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bread,Pain,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,3.2,µg/g,2013_TS020,,,
C2013COUM00637,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bread - Other,Pain - Autre,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,18.4,µg/g,2013_TS020,,,
C2013COUM00638,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.9,µg/g,2013_TS020,,,
C2013COUM00639,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,28-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,11.8,µg/g,2013_TS020,,,
C2013COUM00640,WEST,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,09-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.4,µg/g,2013_TS020,,,
C2013COUM00641,WEST,Import,Importé,POLAND,POLOGNE,Infant Food - Cereal,Céréales - Nourrissons,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00642,WEST,Import,Importé,INDIA,INDE,Spice - Mixed,mélanges d'épices,02-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,62.1,µg/g,2013_TS020,,,
C2013COUM00643,WEST,Domestic,Domestique,CANADA,CANADA,Dried mixes,Mélanges sec,03-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2,µg/g,2013_TS020,,,
C2013COUM00644,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,04-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,704,µg/g,2013_TS020,,,
C2013COUM00645,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,993,µg/g,2013_TS020,,,
C2013COUM00646,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1070,µg/g,2013_TS020,,,
C2013COUM00647,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Herbal,Thé - Herbal,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,90.5,µg/g,2013_TS020,,,
C2013COUM00648,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,26-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,8.2,µg/g,2013_TS020,,,
C2013COUM00649,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,30.9,µg/g,2013_TS020,,,
C2013COUM00650,WEST,Domestic,Domestique,CANADA,CANADA,Baking Mixes,Mélange à pâte,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,20.2,µg/g,2013_TS020,,,
C2013COUM00651,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bread,Pain,26-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,8.4,µg/g,2013_TS020,,,
C2013COUM00652,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,26-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.5,µg/g,2013_TS020,,,
C2013COUM00653,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,11.7,µg/g,2013_TS020,,,
C2013COUM00654,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Infant Food - Cereal,Céréales - Nourrissons,26-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,14.2,µg/g,2013_TS020,,,
C2013COUM00655,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Cookie,Biscuits,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,5.3,µg/g,2013_TS020,,,
C2013COUM00656,WEST,Import,Importé,UNKNOWN,INCONNU,Dried mixes,Mélanges sec,01-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00657,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,26-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00658,WEST,Import,Importé,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,26-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1130,µg/g,2013_TS020,,,
C2013COUM00659,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Herbal,Thé - Herbal,30-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,946,µg/g,2013_TS020,,,
C2013COUM00660,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bread - Other,Pain - Autre,28-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.4,µg/g,2013_TS020,,,
C2013COUM00661,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,27,µg/g,2013_TS020,,,
C2013COUM00662,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,30-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,13.4,µg/g,2013_TS020,,,
C2013COUM00663,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7.6,µg/g,2013_TS020,,,
C2013COUM00664,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bread,Pain,27-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,10.2,µg/g,2013_TS020,,,
C2013COUM00665,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Bakery Product - Bread - Other,Pain - Autre,27-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,33.8,µg/g,2013_TS020,,,
C2013COUM00666,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Adult,Céréales - Adultes,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,3,µg/g,2013_TS020,,,
C2013COUM00667,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,30-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,70.7,µg/g,2013_TS020,,,
C2013COUM00668,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Oatmeal,Flocons d'avoine,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,36,µg/g,2013_TS020,,,
C2013COUM00669,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.6,µg/g,2013_TS020,,,
C2013COUM00670,WEST,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,03-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.5,µg/g,2013_TS020,,,
C2013COUM00671,WEST,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.9,µg/g,2013_TS020,,,
C2013COUM00672,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Infant Food - Cereal,Céréales - Nourrissons,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.2,µg/g,2013_TS020,,,
C2013COUM00673,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Cookie,Biscuits,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,3.2,µg/g,2013_TS020,,,
C2013COUM00674,WEST,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Spice - Mixed,mélanges d'épices,27-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.8,µg/g,2013_TS020,,,
C2013COUM00675,WEST,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Tea - Black,Thé - Noir,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,22.7,µg/g,2013_TS020,,,
C2013COUM00676,WEST,Domestic,Domestique,CANADA,CANADA,Granola/Cereal Bar,Barre Granola/de céréales,27-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.1,µg/g,2013_TS020,,,
C2013COUM00677,WEST,Import,Importé,SRI LANKA,SRI LANKA,Spice - Mixed,mélanges d'épices,28-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.2,µg/g,2013_TS020,,,
C2013COUM00678,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,28-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2510,µg/g,2013_TS020,,,
C2013COUM00679,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,57.9,µg/g,2013_TS020,,,
C2013COUM00680D,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,12-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1020,µg/g,2013_TS020,,,
C2013COUM00681,WEST,Import,Importé,"TAIWAN, PROVINCE OF CHINA","TAÏWAN, PROVINCE DE CHINE",Spice - Mixed,mélanges d'épices,30-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2,µg/g,2013_TS020,,,
C2013COUM00682,WEST,Import,Importé,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,27-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1430,µg/g,2013_TS020,,,
C2013COUM00683,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Herbal,Thé - Herbal,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2430,µg/g,2013_TS020,,,
C2013COUM00684,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,24-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,6.4,µg/g,2013_TS020,,,
C2013COUM00685,WEST,Domestic,Domestique,CANADA,CANADA,Baking Mixes,Mélange à pâte,24-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,59.4,µg/g,2013_TS020,,,
C2013COUM00686,WEST,Domestic,Domestique,CANADA,CANADA,Baking Mixes,Mélange à pâte,24-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7.7,µg/g,2013_TS020,,,
C2013COUM00687,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bagel,Pain - Bagel,24-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,44.8,µg/g,2013_TS020,,,
C2013COUM00688,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,01-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,10,µg/g,2013_TS020,,,
C2013COUM00689,WEST,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,24-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.6,µg/g,2013_TS020,,,
C2013COUM00690,WEST,Domestic,Domestique,CANADA,CANADA,Granola/Cereal Bar,Barre Granola/de céréales,25-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.6,µg/g,2013_TS020,,,
C2013COUM00691,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Herbal,Thé - Herbal,25-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1310,µg/g,2013_TS020,,,
C2013COUM00692,WEST,Domestic,Domestique,CANADA,CANADA,Tea - Herbal,Thé - Herbal,24-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,268,µg/g,2013_TS020,,,
C2013COUM00693,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Tea - Black,Thé - Noir,24-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,74.6,µg/g,2013_TS020,,,
C2013COUM00694,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Bakery Product - Bagel,Pain - Bagel,28-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,19.8,µg/g,2013_TS020,,,
C2013COUM00695,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,27-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,8.1,µg/g,2013_TS020,,,
C2013COUM00696,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,27-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,4.6,µg/g,2013_TS020,,,
C2013COUM00697,WEST,Domestic,Domestique,CANADA,CANADA,Baking Mixes,Mélange à pâte,25-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,3.9,µg/g,2013_TS020,,,
C2013COUM00698,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,28-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.4,µg/g,2013_TS020,,,
C2013COUM00699,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,05-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,6.5,µg/g,2013_TS020,,,
C2013COUM00700,WEST,Import,Importé,SWEDEN,SUÈDE,Bakery Product - Cookie,Biscuits,25-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.2,µg/g,2013_TS020,,,
C2013COUM00701,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Cookie,Biscuits,29-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,4.4,µg/g,2013_TS020,,,
C2013COUM00702,WEST,Domestic,Domestique,CANADA,CANADA,Bakery Product - Cookie,Biscuits,25-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,3.1,µg/g,2013_TS020,,,
C2013COUM00703,WEST,Domestic,Domestique,CANADA,CANADA,Dried mixes,Mélanges sec,29-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00704,WEST,Import,Importé,UNKNOWN,INCONNU,Dried mixes,Mélanges sec,05-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,20.4,µg/g,2013_TS020,,,
C2013COUM00705,WEST,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Spice - Mixed,mélanges d'épices,28-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00706,WEST,Import,Importé,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,28-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,359,µg/g,2013_TS020,,,
C2013COUM00707,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Herbal,Thé - Herbal,29-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1030,µg/g,2013_TS020,,,
C2013COUM00708,WEST,Domestic,Domestique,CANADA,CANADA,Tea - Herbal,Thé - Herbal,28-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,473,µg/g,2013_TS020,,,
C2013COUM00709,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,04-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,14.6,µg/g,2013_TS020,,,
C2013COUM00710,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baked Goods,Produits de boulangerie,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,6.6,µg/g,2013_TS020,,,
C2013COUM00711,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.3,µg/g,2013_TS020,,,
C2013COUM00712,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,02-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,6,µg/g,2013_TS020,,,
C2013COUM00713,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,02-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,5.7,µg/g,2013_TS020,,,
C2013COUM00714,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,9.8,µg/g,2013_TS020,,,
C2013COUM00715,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,04-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,5,µg/g,2013_TS020,,,
C2013COUM00716,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,04-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.1,µg/g,2013_TS020,,,
C2013COUM00717,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Oatmeal,Flocons d'avoine,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,6,µg/g,2013_TS020,,,
C2013COUM00718,WEST,Domestic,Domestique,CANADA,CANADA,Cereal - Adult,Céréales - Adultes,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,3.9,µg/g,2013_TS020,,,
C2013COUM00719,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Oatmeal,Flocons d'avoine,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,12.4,µg/g,2013_TS020,,,
C2013COUM00720,WEST,Import,Importé,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,02-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.5,µg/g,2013_TS020,,,
C2013COUM00721,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,02-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7,µg/g,2013_TS020,,,
C2013COUM00722,WEST,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,02-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.3,µg/g,2013_TS020,,,
C2013COUM00723,WEST,Domestic,Domestique,CANADA,CANADA,Dried mixes,Mélanges sec,09-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00724,WEST,Domestic,Domestique,CANADA,CANADA,Granola/Cereal Bar,Barre Granola/de céréales,02-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.4,µg/g,2013_TS020,,,
C2013COUM00725,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,02-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,77.1,µg/g,2013_TS020,,,
C2013COUM00726,WEST,Domestic,Domestique,CANADA,CANADA,Baked Goods,Produits de boulangerie,03-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,2.9,µg/g,2013_TS020,,,
C2013COUM00727,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bread,Pain,03-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,27.6,µg/g,2013_TS020,,,
C2013COUM00728,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Oatmeal,Flocons d'avoine,24-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,23.6,µg/g,2013_TS020,,,
C2013COUM00729,WEST,Domestic,Domestique,CANADA,CANADA,Cereal - Adult,Céréales - Adultes,24-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,19.8,µg/g,2013_TS020,,,
C2013COUM00730,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Oatmeal,Flocons d'avoine,20-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,9.2,µg/g,2013_TS020,,,
C2013COUM00731,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,02-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,2.6,µg/g,2013_TS020,,,
C2013COUM00732,WEST,Import,Importé,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,20-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.5,µg/g,2013_TS020,,,
C2013COUM00733,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,20-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,5.3,µg/g,2013_TS020,,,
C2013COUM00734,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,24-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,249,µg/g,2013_TS020,,,
C2013COUM00735,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,02-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,122,µg/g,2013_TS020,,,
C2013COUM00736,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Herbal,Thé - Herbal,03-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,50.5,µg/g,2013_TS020,,,
C2013COUM00737,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,29-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,37.9,µg/g,2013_TS020,,,
C2013COUM00738,WEST,Domestic,Domestique,CANADA,CANADA,Baked Goods,Produits de boulangerie,29-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,5.6,µg/g,2013_TS020,,,
C2013COUM00739,WEST,Domestic,Domestique,CANADA,CANADA,Baked Goods,Produits de boulangerie,04-Feb-14,COUMARIN,COUMARIN,Coumarin,La coumarine,20.6,µg/g,2013_TS020,,,
C2013COUM00740,WEST,Domestic,Domestique,CANADA,CANADA,Bakery Product - Bagel,Pain - Bagel,29-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,24.3,µg/g,2013_TS020,,,
C2013COUM00741,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bread - Other,Pain - Autre,12-Feb-14,COUMARIN,COUMARIN,Coumarin,La coumarine,28.5,µg/g,2013_TS020,,,
C2013COUM00742,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,29-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,3.2,µg/g,2013_TS020,,,
C2013COUM00743,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,29-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,2.2,µg/g,2013_TS020,,,
C2013COUM00744,WEST,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,13-Feb-14,COUMARIN,COUMARIN,Coumarin,La coumarine,1.3,µg/g,2013_TS020,,,
C2013COUM00745,WEST,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Spice - Mixed,mélanges d'épices,02-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,0.6,µg/g,2013_TS020,,,
C2013COUM00746,WEST,Import,Importé,UNKNOWN,INCONNU,Granola/Cereal Bar,Barre Granola/de céréales,04-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,5.8,µg/g,2013_TS020,,,
C2013COUM00747,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,29-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,18.1,µg/g,2013_TS020,,,
C2013COUM00748,WEST,Domestic,Domestique,CANADA,CANADA,Tea - Herbal,Thé - Herbal,10-Feb-14,COUMARIN,COUMARIN,Coumarin,La coumarine,33.6,µg/g,2013_TS020,,,
C2013COUM00749,WEST,Import,Importé,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,02-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,181,µg/g,2013_TS020,,,
C2013COUM00750,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,04-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,42.7,µg/g,2013_TS020,,,
